"Label","Tweet"
"Non_Bully","Buat Pak Ahok tetap berkarya pak. Masih ada kesempatan lebih baik di 2019"
"Non_Bully","Pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki"
"Non_Bully","Bapak tetap yg terbaik untuk jakarta..terima kasih pak untuk semua yg bapak kerjakan selama ini semoga Allah selalu meridhoi bapak dalam setiap langkah bapak.."
"Non_Bully","jabatan bukan hal penting yg terpenting bapak tetap orang terhebat di jakarta tentang kerja keras Pak Ahok..sekali lagi terima kasih Pak Ahok"
"Non_Bully","Pak Ahok....walau saya bukan warga DKI....saya sangat sedih bapak tidak terpilih lg jd Gubenur DKI....."
"Non_Bully","Hanya bpk lah gubernur satu satunya yg bisa membawa perubahan di Jakarta...semangat pak..."
"Non_Bully","Pak ahok, saya mempunyai ibu, ibu saya selalu mendoakan pak ahok setiap waktu dan setiap pagi jam 3 ibu saya sebenarnya kecewa dengan hasil pilkada"
"Non_Bully","tapi kalah menang itu biasa. kekuasaan ada di tangan tuhan, asal bapak ahok tidak menjual iman pak ahok dengan jabatan"
"Non_Bully","Terimakasih banyak pak ahok dan djarot untuk kerja tulus dan kerasnya untuk Jakarta.."
"Non_Bully","Media Asing Menyorot Hasil Pilkada Jakarta"
"Non_Bully","Ahok Banyak Belajar di Pilkada DKI"
"Non_Bully","Ini Pelajaran yang Dipetik Ahok dari Pilkada DKI"
"Non_Bully","Ahok: Lupakan Semua Masalah Kampanye dan Pilkada"
"Non_Bully","Presiden Percaya Pilkada DKI Hasilkan Pemimpin Terbaik"
"Non_Bully","Kapolri Pastikan Pilkada DKI Berjalan Lancar dan Sejuk"
"Non_Bully","Pengamat: Pilkada DKI Panas Karena Parpol Sulit Disiplinkan Massa"
"Non_Bully","Parpol Pendukung Ahok-Djarot Komitmen Jaga Pilkada Damai"
"Non_Bully","Amankan Pilkada DKI, Polisi Terapkan Dua Sistem Pengamanan"
"Non_Bully","Tiga Instansi Keluarkan Maklumat Larangan Mobilisasi Massa di Pilkada DKI"
"Non_Bully","TERNYATA BAJU YANG DIPAKAI AHOK DI DEBAT PILKADA YG SAYA TONTON MELALUI METRO TV SAMA DENGAN YANG DI TV ONE. BARUSAN SAYA CEK"
"Non_Bully","Sebagai warga negara yang baik, lo wajib ikut mensukseskan Pilkada Jakarta 2017. Temukan performa berbeda Debat Pilkada pukul 7"
"Non_Bully","Debat Terakhir Menentukan Elektabilitas di Pilkada DKI Putaran Kedua"
"Non_Bully","Terima kasih bapak ahok dengan jasa2 bapak selalu membangun jakarta lebih baik lagi"
"Non_Bully","Salut banget sm pak ahok.. benar2 berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi.."
"Non_Bully","keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga Jakarta untuk datang ke TPS sebelum jam 1 siang!"
"Non_Bully","Terima kasih telah membuat Jakarta menjadi lebih baik pak... Tetap semangat!"
"Non_Bully","Pada akhirnya, orang jahat akan jatuh, dan orang baik, akan dibangkitkan!"
"Non_Bully","Meski dijatuhkan berkali2, Tuhan akan selalu mengangkat yg benar"
"Non_Bully","Rencana Bapak yang di surga itu lebih indah yangg kita inginkan bapak ahok tetap semangat ya pak"
"Non_Bully","Pak Basuki dan Pak Djarot tetap kuat didalam iman dan pengharapan..."
"Non_Bully","Yakin bahwa ini bukan jalan yang terbaik untuk anda dari hanya sekedar Gubernur dan Wakil gubernur DKI.."
"Non_Bully","Masyarakat Indonesia khusus DKI melihat pemimpin itu bukan dilihat hasil kerjanya"
"Non_Bully","Kami sebagai rakyat indonesia yang bukan berasal dari DKI turut mendoakan semoga pak Basuki dan pak Djarot tidak pernah lelah melayani kami dan tetap terus semangat"
"Non_Bully","jangan padam untuk kemanusiaan ya pak, saya mengenang semua hal manis yg telah bapak perjuangkan"
"Non_Bully","Saya doakan pak ahok dan tamengnya tidak kejang2"
"Non_Bully","Tetap semangat pak. Ahok.. Aku selalu dukung pak ahok djarot."
"Non_Bully","Pemenang Debat Pilkada DKI malam ini adalah...... IRA KOESNO!!!"
"Non_Bully","Selamat buat pasangan no 3, Anies-Sandi pemenang versi Quick Count... Terima kasih buat Ahok-Djarot atas kerja luar biasa untuk Jakarta..."
"Non_Bully","Semangat pak ahok walaupun saya warga bandung tapi saya yakin pak ahok yg jadi juara..."
"Non_Bully","yg jelas, kerja keras, pasti, dan jujur tetap pak ahok."
"Non_Bully","Maaf pak saya tidak bisa ikutan nyoblos, KTP saya jakarta, tapi saya skrg tinggal bandung, saya hanya bisa berdoa"
"Non_Bully","semoga ahokdjarot bisa terus melanjutkan visi misi nya untuk membangun kota Jakarta, agar lebih rapih bersih dan nyaman"
"Non_Bully","Dalam nama Tuhan Untuk jakarta yg lebih baik"
"Non_Bully","semagat buat pak Anies semoga selalu dalam rahmat tuhan YME"
"Non_Bully","semua warga DKI gunakan hak pilihmu....jangan takut kita smua warga yg punya hak dan sehat lahir batin"
"Non_Bully","semoga Tuhan memberikan seluruh masyarakat DKI jakarta keadilan sesuai pemimpin yg benar2 demi rakyat Amin."
"Non_Bully","Eks Pendukung Agus-Sylvi di Jakarta Timur Deklarasikan Dukungan Untuk Ahok-Djarot"
"Bully","Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. https:\/\/t.co\/v2GRcUeStI"
"Bully","@fahmiabuazzam1 biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya."
"Bully","RT @BungWinar: Angin memporakporandakan basis pemenangan Si Penista Agama...Cililitan.\nYa Alloh Ampuni Kami\n#JakartaBanjir"
"Bully","RT @Lupuz0503: Prestasi Ahok, \nSelain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON"
"Bully","Ulama Kompak Nyatakan #HaramPemimpinKafir Pilih Ahok = Murtad!"
"Bully","KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA"
"Bully","@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha"
"Bully","@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya"
"Bully","@YohanesTarigan9 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya."
"Bully","@Zufrianto3 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau"
"Bully","Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g"
"Bully","Ayo umat Islam yg pinter, jgn percaya klo aksi 112 tdk ada hubungannya dgn pilkada, pihak AHY yg bayar anies yg untung \ud83d\ude01"
"Bully","#DebatFinalPilkadaJKT mampuuuusssssss mpoK Silvy!!!!"
"Bully","Hidup china komunis ! https:\/\/t.co\/b1RheVKrXl"
"Bully","Ini tuh kesalahan Jokowi dan Ahok si babi ateis. https:\/\/t.co\/v2GRcUeStI"
"Bully","Kalo ahok menang pilkada bikin video sex bareng anaknya dong tan.? https:\/\/t.co\/7msmThwwLK"
"Bully","Keluarga Besar Kami Yang Berdomisili di Jakarta TIDAK PILIH AHOK!! https:\/\/t.co\/GZKZFTpvCw Suara Ulama Bulat! #HaramPilihAhok #JanganGolput"
"Bully","ketutunan cina dari luar kota dan pulau mulai kejakarta mau coblos ahok dengan KTP aspal dari kamboja"
"Bully","RT @indopoints: china babi... china maling...\n#UsirChina https:\/\/t.co\/9y4HIWHJp2"
"Bully","RT @mosangada72: Masih mau memilih Agus-Sylvi???\nAnaknya SBY dan Keluarga Koruptor\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026"
"Bully","tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara"
"Bully","Tangkap Ahok Sekarang Juga, Share Jika Setuju !!!"
"Bully","Sayang sekali Bangsa ini Paling jago kalau merasa-rasa. Yg mendukung Pak Ahok merasa paling benar, yg mendukung Mas Anies merasa paling suci"
"Bully","Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa"
"Bully","Bukan Hanya Penista Agama, Bagi JPU Ahok Pemecah Belah Bangsa https:\/\/t.co\/6qkIFCjqhq"
"Bully","Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai"
"Bully","Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT"
"Bully","RT @Gemacan70: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama https:\/\/t.co\/dxIDQ4ZQHV"
"Bully","@Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah"
"Bully","tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat https:\/\/t.co\/979uJ6ItrM"
"Bully","RT @UstadTengku: Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama, Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles\u2026"
"Bully",";Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2"
"Bully","FPI: Pendukung Ahok kalah jumlah, dengan izin Allah kita gusur Gubernur koruptor dan penista agama https:\/\/t.co\/Jp7pGLRGiE"
"Bully","#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH"
"Bully","RT @felixsiauw: tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)"
"Bully","@DivHumasHansip: ahoker siap bela penista agama https:\/\/t.co\/HxuU4rUDFX\"
"Bully","RT @alwinazar24: sepertinya CUCUnya DAJJAL telah hadir"
"Bully","Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN."
"Bully","RT @Jhonkosmik: Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?"
"Bully","Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT"
"Bully","RT @GodinJ760478: @tempodotco gara2 belain terdakwa penista agama jadi remek semua. Sukurin"
"Bully","RT @Chaeruddin_B: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x"
"Bully","RT @TerorisSocmed: PENJARAKAN PENISTA AGAMA !!! ATAU @jokowi TURUN !!! https:\/\/t.co\/vqH0TNXaRz"
"Bully","Si penista agama, Jaga mulut aja gabisa apalagi jaga jkt?"
"Bully","Ahok : program paslon no. 1 ini programnya ngambang | yaiyalah pakkk gak ada program diaa cma ada celaan #DebatFinalPilkadaJKT"
"Bully","Akui saja Ahok dan Djarot kalian gagal atasi banjir.Orang kena banjir anda sibuk sidang kasus penista agama"
"Bully","RT @87_julay: Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!! https:\/\/t.co\/YhhO40QWXS"
"Bully","RT @wongawas: Overdosis @Metro_TV membela penista agama. https:\/\/t.co\/i84RARpy5w"
"Bully","Kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi, emang sengaja ditinggiin tuh"
"Bully","RT @andreobz: Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki"
"Bully","RT @BangsaPenguasa: Penjarakan ahoax penista agama atau jokowi turun.#KonsolidasiDewanPKB https:\/\/t.co\/XoW5eakIsk"
"Bully","Napa dibiarin tim si penista agama maen curang maren, emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista"
"Bully","Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT"
"Bully","RT @Rakyat_Angin: Ahok Taik. \""MENFITNAH\"""". Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT"""
"Bully","RT @HasanArisandi: #AhokPastiTumbang fakta di bilang fitnah\n#DebatFinalPilkadaJKT"
"Bully","Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT"
"Bully","Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT"
"Bully","RT @AnnisaFYtr: Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT"
"Bully","@DivHumasHansip: fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi"
"Bully","Norak banget iklan mantan mendikbud @aniesbaswedan ini. Tambah gak respech.. inilah tenun kebangsaan yg dia maksud.\u2026 https:\/\/t.co\/Ux7HEYkBLG"
"Bully","RT @DivHumasHansip: yg nebar kebencian itu ahok mbak,masa mbak gak tau sih sampai dia jadi terdakwa loh @AnizzahGedrun"
"Bully","pertanyaan dari Bu Sylvi gak mutu amat. #DebatFinalPilkadaJKT"
"Bully","Huuu sylvi tak tahu apa-apa asal ngoceh #NobarAhokDjarot #DebatFinalPilkadaJKT"
"Bully","Sylvi keliatan bloonnya #DebatFinalPilkadaJKT"
"Bully","RT @WanitaRevolusi: Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc @Dahnilanzar"
"Bully","#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA."
"Bully","#DebatFinalPilkadaJKT mati kau hok"
"Bully","Yg ga punya program bisanya cuma fitnah. Ciri Orang yg demen ngambil kjp kontan #DebatFinalPilkadaJKT"
"Bully","Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT"
"Bully","RT @bajigurceleng: @jpnncom hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama"
"Bully","Kurangnya pemberdayaan wanita DKI Jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi #DebatFinalPilkadaJKT"
"Bully","Agus silvy Tukang Fitnah #DebatFinalPilkadaJKT"
"Bully","#DebatFinalPilkadaJKT yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame2"
"Bully","Keluarga kita gak ada yg maling coyy gak perlu trauma kaleeeee emang kluarga ente?"
"Bully","JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA"
"Bully","Bajingan lu silvy #DebatFinalPilkadaJKT"
"Bully","Hasil Akhir, Menyatakan @jokowi Melindungi Ahok TERDAKWA PENISTA AGAMA !!!"
"Bully","RT @SiBonekaKayu: Selepas banjir Jakarta 212 Pendukung Ahok mengganti narasi doa. Semua demi keuntungan Sang Penista Agama"
"Bully","Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?"
"Bully","Gusur Ahok demi Indonesia. Teladan buruk pembangkangan hukum dan anti kemanusiaan di Jakarta jgn tertular ke daerah. #CoblosPecinya"
"Bully","BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN , TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER"
"Bully","Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT"
"Bully","Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT"
"Bully","Uang Taipan tuh. Nanti dibayar dengan ratusan penggusuran biadab oleh Ahok."
"Bully","CINA ASU https:\/\/t.co\/zM1BsjAIHA"
"Bully","Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok."
"Bully","Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN."
"Bully","ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND @Gemacan70 @TerorisSocmed"
"Bully","Karna dia ga punya program hanya modal bacot doang"
"Bully","Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%"
"Bully","Narkoba yg paling berbahaya adalah ILUSI KESUCIAN AHOK SANG PENISTA."
"Bully","@tribunnews emang ahok siapa?? Orang penting?? Dia hanya penista agama!!"
"Bully","cina mah duitnya dari hasil maling di Indonesia di balikin lgi berkedok invest plus bawa gembel2 & napi dari Cina negeri nenek moyang ahok"
"Bully","Tangkap Ahok @basuki_btp skrng juga, koruptor reklamasi Jakarta dan penista Agama Islam."
"Bully","keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT"
"Bully","Yg Ahokers, Klo gak seneng ama cuitan gw silahkan unfollow krn gw Anti AHOK (Si Penista Agama Islam)"
"Bully","AGAMA DI NISTAKAN! ULAMA DI LECEHKAN!! Ini Alasannya #HaramPemimpinKafir"
"Bully","RT @FredyBastian3: Cara serang Ahok : Kafir galak"
"Bully","@umnia77 @ruhutsitompul @sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw."
"Bully","Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak."
"Bully","yg maling itu kan china2 babi BLBI , korupsi nya triliunan , termasuk si AHok korupsi 2 triliun.."
"Bully","Mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal"
"Bully","@KompasTV @ridwankamil ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor"
"Bully","@TPK_RI ITULAH si ahok kutil babi"
"Bully","Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir"
"Bully","@PonkEcha @Fahrihamzah Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta"
"Bully","Om...Ahoknya...Mana Om,Katanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi Jgn Membual Om...?!!?"
"Bully","kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok.."
"Bully","Perilaku Si BABI @jokoanwar ini memang benci dgn hal berbau Islam. Cocok dgn Ahok. @SiBonekaKayu"
"Bully","@budimandjatmiko ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?"
"Bully","#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok"
"Bully","Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! @temanahok"
"Bully","Mana para babi ahok yg ngejek onta, biar di injek2 ama onta"
"Bully","@gotcancer2 bukannya stigma babi itu milik tuhan elu si ahok kafir"
"Bully","Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY"
"Bully","@Ananda_harahaP udah lu jgn panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh."
"Bully","ahok tidak layak seperti manusia, dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi"
"Bully","@haloJakarta Ahok (BTP) Basuki Tai Babi"
"Bully","RT @diyahaudya: @yusuf_dumdum Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah."
"Bully","@adichandramang2 @CummaRachel @korban_gusur iya , trump memang penista agama atau anti islam emang hubungannya dgn anis apa?"
"Bully","@adichandramang2\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!"
"Bully","@bayprio Itulah kebodohan para penista agama, sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu"
"Bully","@iwanfals pilih Anis sandi doong..jgn pilih si penista agama pemecah NKRI"
"Bully","@posmetroinfo Emang terdakwa penista agama, salahnya dimana coba, kl yg biasa bikin hoax metrotipu aman2 aja tuh dewan peres"
"Bully","@RamadanMalka Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama..."
"Bully","@RestySeterah si ahok pantasnya dinobatkan sbgai Babi ngepret"
"Bully","@roninpribumi @dewanpers yg salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih.."
"Bully","Faktanya Cina2 parasit tuh ngotot belain si penista Agama @PradanaBhakti @IrianaPasirua @PutraSumedang18 @khoirulilham12 @ronavioleta"
"Bully","jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! https://t.co/JtwFRRdLF4"
"Bully","RT @RestySeterah: Keren nih apps kawal TPS .. Yuk gabung buat pastikan cagub terdakwa penista Agama lebih cepat diantar kehabitatnya"
"Bully","Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong, keliatan banget kalau lo itu beneran bego :)) #FuckYou"
"Bully","@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!"
"Bully","Kang @ridwankamil ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. https://t.co/b2WetyvrbZ"
"Bully","plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek, jijik gw liatnya"
"Bully","paling mau muntah liat lagak nya @AHMADDHANIPRAST, jadi orang sok iye banget hoek"
"Bully","@Metro_TV kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh"
"Bully","perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!"
"Bully","ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga."
"Bully","Lah emang sdh jelas2 si ahok terdakwa penista agama. Malu woy! https://t.co/2K0HlMpR9t"
"Bully","Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA."
"Bully","Lupakan @ridwankamil biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yg bersih. Delete partai pendukung penista agama dari hati"
"Bully","Masalah dunia dan masalah nafsu ya kang @ridwankamil . Kata2 kok bersayap kayak burung hantu. https://t.co/mwClbkU4sT"
"Bully","Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan"
"Bully","Payah banget @ridwankamil maju Jabar1 pakai partai Nasdem pendukung penista agama, ente lagi butuh uang ya kang? Payah loe!!"
"Bully","polisi yg jadi imam sholat ini adalah seorang penista agama, bodoh, BERISLAM cuma ikut2an. COPOT KAPOLRES JAKBAR !! https://t.co/s2h2Ybrthm"
"Bully","RT @ferdyfrodoo: @bayprio Itulah kebodohan para penista agama, sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu"
"Bully","RT @Ra_Ria_Rana: GAK HABIS PIKIR???\n\nTINGGAL NUNGGU ADZAB ALLAH NIH NEGERI,,,, PEMIMPINNYA SDH DZALIM https://t.co/UmZK4bTyi4"
"Bully","Sini lu, kami enggak mau kampung kami didatangi sama penista agama, https://t.co/1z3MtBully9ck"
"Bully","SETUJU SAYA,KLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... https://t.co/uD16d7Gwhd"
"Bully","Senang dong ada yg fans mati sampai lupa kalau dia bego banget https://t.co/ctJFC5a8Zz"
"Bully","@AHMADDHANIPRAST LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah"
"Bully","@bayprio : Si AHOAK @basuki_btp CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!"
"Bully","@AHMADDHANIPRAST aku katakan anjing kpd ahmad dani, boleh....aku katakan babi kpd ahmad dhani, boleh..."
"Bully","@Bisniscom haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot"
"Bully","@Anakran63208433 @5ec4a1e80d3c48c @aniesbaswedan pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong.."
"Bully","@Gemacan70 itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!"
"Bully","@republikaonline spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai .."
"Bully","@topan_julian1 kalo mecin jangan dijadiin cemilan mangkannya kang. Jadi begonya bego banget."
"Bully","@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi2 buat tumbal reklamasi"
"Bully","@ymerdeka33 @ach_qodr @basuki_btp cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan"
"Bully","INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. https://t.co/2XXN5CFdVM"
"Bully","ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi https://t.co/qUutkrlsP3"
"Bully","Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya https://t.co/T2BUgLTnUO"
"Bully","Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. https://t.co/Oc1vGdX0Z4"
"Bully","Mari seluruh Muslim CYBER Army mulai skrg ganti semua sebutan A....K menjadi Terdakwa Penista Agama !"
"Bully","Orang Islam lebih suka si HOAX penista agama, menjaga lisan dan tindakan dari hal-hal yang merusak hubungan... https://t.co/FLhW31wXdU"
"Bully","RT @izzah_pandeka: #Nomor2Koruptor negeri para korup diasuh cino babi https://t.co/wJXalyPxPn"
"Bully","RT @Gemacan70: Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh https://t.co/o4nnZBkNYS"
"Bully","RT @korban_gusur: @RakyatBiasa1945 Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA @OshMuslim @RebusKentang @m3g4"
"Bully","RT @Ustadtengku1: @RizieqSyihabFPI tolol itu banyak yg bela penista agama walau sudah tersangka"
"Bully","Orang punya saksi anjing dikasus babi.. Tolol https://t.co/ssePg5FCXm"
"Bully","Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. https://t.co/yM5ViOFvpc"
"Bully","Sini lu, kami enggak mau kampung kami didatangi sama penista agama, https://t.co/1z3MtBully9ck"
"Bully","Tanda2 kiamat x yak, masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor"
"Bully","#JanganMauDibohongiAhok sebab Ahok Sumber Kekacauan Politik, Ramaikan Aski 313 FIGHT!! https://t.co/WOBxlxvZnx"
"Bully","#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT"
"Bully","Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat."
